id,Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,nCountry,Continent nationality,nContinent,Date,Meet,Meet location
swim1715,100 m breaststroke,100,Female,24,01:09.52,69052,,,Ute Geweniger,Ute_Geweniger,East Germany,92,Europe,261,"Thursday, April 9, 1981",,"Gera, East Germany"
swim1716,100 m breaststroke,100,Female,25,01:09.39,69039,,,Ute Geweniger,Ute_Geweniger,East Germany,77,Europe,221,"Thursday, July 2, 1981",,"Berlin, East Germany"
swim1718,100 m breaststroke,100,Female,27,01:08.51,68051,,,Ute Geweniger,Ute_Geweniger,East Germany,80,Europe,239,"Thursday, August 25, 1983",,"Rome, Italy"
swim1719,100 m breaststroke,100,Female,28,01:08.29,68029,,,Sylvia Gerasch,Sylvia_Gerasch,East Germany,82,Europe,243,"Thursday, August 23, 1984",,"Moscow, Soviet Union"
swim1720,100 m breaststroke,100,Female,29,01:08.11,68011,,,Sylvia Gerasch,Sylvia_Gerasch,East Germany,91,Europe,253,"Thursday, August 21, 1986",,"Madrid, Spain"
swim1717,100 m breaststroke,100,Female,26,01:08.60,68006,,,Ute Geweniger,Ute_Geweniger,East Germany,24,Europe,91,"Tuesday, September 8, 1981",,"Split, Yugoslavia"
swim1721,100 m breaststroke,100,Female,30,01:07.91,67091,,,Silke Hˆrner,Silke_Horner,East Germany,224,Europe,749,"Friday, August 21, 1987",,"Strasbourg, France"
swim1722,100 m breaststroke,100,Female,31,01:07.69,67069,,,Samantha Riley,Samantha_Riley,Australia,245,Oceania,246,"Friday, September 9, 1994",,"Rome, Italy"
swim1723,100 m breaststroke,100,Female,32,01:07.46,67046,,,Penelope Heyns,Penelope_Heyns,South Africa,27,Africa,30,"Monday, March 4, 1996",,"Durban, South Africa"
swim1724,100 m breaststroke,100,Female,33,01:07.02,67002,,,Penelope Heyns,Penelope_Heyns,South Africa,11,Africa,11,"Sunday, July 21, 1996",,"Atlanta, United States"
swim1725,100 m breaststroke,100,Female,34,01:06.99,66099,,,Penelope Heyns,Penelope_Heyns,South Africa,13,Africa,13,"Sunday, July 18, 1999",,"Los Angeles, United States"
swim1726,100 m breaststroke,100,Female,35,01:06.95,66095,,,Penelope Heyns,Penelope_Heyns,South Africa,14,Africa,14,"Sunday, July 18, 1999",,"Los Angeles, United States"
swim1727,100 m breaststroke,100,Female,36,01:06.52,66052,,,Penelope Heyns,Penelope_Heyns,South Africa,30,Africa,33,"Monday, August 23, 1999",,"Sydney, Australia"
swim1728,100 m breaststroke,100,Female,37,01:06.37,66037,,,Leisel Jones,Leisel_Jones,Australia,224,Oceania,225,"Monday, July 21, 2003",,"Barcelona, Spain"
swim1729,100 m breaststroke,100,Female,38,01:06.20,66002,,,Jessica Hardy,Jessica_Hardy,United States,833,America,865,"Monday, July 25, 2005",,"Montreal, Canada"
swim1730,100 m breaststroke,100,Female,39,01:05.71,65071,,,Leisel Jones,Leisel_Jones,Australia,276,Oceania,277,"Friday, February 3, 2006",,"Melbourne, Australia"
swim1731,100 m breaststroke,100,Female,40,01:05.09,65009,,,Leisel Jones,Leisel_Jones,Australia,221,Oceania,222,"Monday, March 20, 2006",,"Melbourne, Australia"
swim1732,100 m breaststroke,100,Female,41,01:04.84,64084,,,Rebecca Soni,Rebecca_Soni,United States,830,America,862,"Monday, July 27, 2009",,"Rome, Italy"
swim1733,100 m breaststroke,100,Female,42,01:04.45,64045,,,Jessica Hardy,Jessica_Hardy,United States,1003,America,1038,"Friday, August 7, 2009",,"Federal Way, Washington"
swim1734,100 m breaststroke,100,Female,43,01:04.35,64035,,,R?ta Meilutyt?,Ruta_Meilutyte,Lithuania,2,Europe,613,"Monday, July 29, 2013",,"Barcelona, Spain"
swim568,100 m butterfly,100,Male,1,01:03.40,63004,,Final,Gyˆrgy Tumpek,Gyorgy_Tumpek,Hungary,18,Europe,297,"Sunday, May 26, 1957",,"Budapest, Hungary"
swim569,100 m butterfly,100,Male,2,01:01.50,61005,,Final,Takashi Ishimoto,Takashi_Ishimoto,Japan,42,Asia,57,"Sunday, June 16, 1957",,"Kurume, Japan"
swim570,100 m butterfly,100,Male,3,01:01.30,61003,,Final,Takashi Ishimoto,Takashi_Ishimoto,Japan,43,Asia,58,"Sunday, July 7, 1957",,"Tokyo, Japan"
swim571,100 m butterfly,100,Male,4,01:01.20,61002,,Final,Takashi Ishimoto,Takashi_Ishimoto,Japan,94,Asia,124,"Friday, September 6, 1957",,"Kurume, Japan"
swim572,100 m butterfly,100,Male,5,01:01.10,61001,,Final,Takashi Ishimoto,Takashi_Ishimoto,Japan,39,Asia,54,"Sunday, June 29, 1958",,"Los Angeles, United States"
swim573,100 m butterfly,100,Male,6,01:01.00,61000,,Final,Takashi Ishimoto,Takashi_Ishimoto,Japan,36,Asia,50,"Sunday, September 14, 1958",,"Kochi, Japan"
swim574,100 m butterfly,100,Male,7,59,59000,,Final,Lance Larson,Lance_Larson,United States,354,America,372,"Sunday, June 26, 1960",,"Los Angeles, United States"
swim575,100 m butterfly,100,Male,8,58.7,58007,,Final,Lance Larson,Lance_Larson,United States,390,America,412,"Sunday, July 24, 1960",,"Toledo, United States"
swim576,100 m butterfly,100,Male,9,58.6,58006,,Final,Fred Schmidt,Fred_Schmidt,United States,479,America,503,"Sunday, August 20, 1961",,"Los Angeles, United States"
swim577,100 m butterfly,100,Male,10,58.4,58004,,Final,Luis Nicolao,Luis_Nicolao,Argentina,1,America,174,"Tuesday, April 24, 1962",,"Rio de Janeiro, Brazil"
swim578,100 m butterfly,100,Male,11,57,57000,,Final,Luis Nicolao,Luis_Nicolao,Argentina,2,America,1106,"Friday, April 27, 1962",,"Rio de Janeiro, Brazil"
swim579,100 m butterfly,100,Male,12,56.29,56029,,Final,Mark Spitz,Mark_Spitz,United States,820,America,851,"Monday, July 31, 1967",,"Winnipeg, Canada"
swim580,100 m butterfly,100,Male,13,56.3,56003,,Final,Doug Russell,Doug_Russell,United States,148,America,155,"Tuesday, August 29, 1967",,"Tokyo, Japan"
swim581,100 m butterfly,100,Male,14,55.7,55007,,Final,Mark Spitz,Mark_Spitz,United States,553,America,579,"Saturday, October 7, 1967",,"West Berlin, West Germany"
swim582,100 m butterfly,100,Male,15,55.6,55006,,Final,Mark Spitz,Mark_Spitz,United States,1014,America,1049,"Friday, August 30, 1968",,"Long Beach, United States"
swim583,100 m butterfly,100,Male,16,55,55000,,Final,Mark Spitz,Mark_Spitz,United States,54,America,60,"Wednesday, August 25, 1971",,"Houston, United States"
swim584,100 m butterfly,100,Male,17,54.72,54072,,Final,Mark Spitz,Mark_Spitz,United States,1009,America,1044,"Friday, August 4, 1972",,"Chicago, United States"
swim585,100 m butterfly,100,Male,18,54.56,54056,,Final,Mark Spitz,Mark_Spitz,United States,1010,America,1045,"Friday, August 4, 1972",,"Chicago, United States"
swim586,100 m butterfly,100,Male,19,54.27,54027,,Final,Mark Spitz,Mark_Spitz,United States,254,America,269,"Thursday, August 31, 1972",,"Munich, West Germany"
swim587,100 m butterfly,100,Male,20,54.18,54018,,Final,Joe Bottom,Joe_Bottom,United States,678,America,707,"Saturday, August 27, 1977",,"East Berlin, East Germany"
swim588,100 m butterfly,100,Male,21,54.15,54015,,Final,P‰r Arvidsson,Par_Arvidsson,Sweden,42,Europe,779,"Friday, April 11, 1980",,"Austin, United States"
swim589,100 m butterfly,100,Male,22,53.81,53081,,Final,William Paulus,William_Paulus,United States,1069,America,1104,"Friday, April 3, 1981",,"Austin, United States"
swim590,100 m butterfly,100,Male,23,53.44,53044,,Final,Matt Gribble,Matt_Gribble,United States,653,America,681,"Saturday, August 6, 1983",,"Clovis, United States"
swim591,100 m butterfly,100,Male,24,53.38,53038,,Final,Pablo Morales,Pablo_Morales,United States,111,America,117,"Tuesday, June 26, 1984",,"Indianapolis, United States"
swim592,100 m butterfly,100,Male,25,53.08,53008,,Final,Michael Gross,Michael_Gross,Germany,55,Europe,611,"Monday, July 30, 1984",,"Los Angeles, United States"
swim593,100 m butterfly,100,Male,26,52.84,52084,,Final,Pablo Morales,Pablo_Morales,United States,816,America,847,"Monday, June 23, 1986",,"Orlando, United States"
swim594,100 m butterfly,100,Male,27,52.32,52032,,Final,Denis Pankratov,Denis_Pankratov,Russia,4,Europe,64,"Wednesday, August 23, 1995",,"Vienna, Austria"
swim595,100 m butterfly,100,Male,28,52.27,52027,,Final,Denis Pankratov,Denis_Pankratov,Russia,3,Europe,41,"Wednesday, July 24, 1996",,"Atlanta, United States"
swim596,100 m butterfly,100,Male,29,52.15,52015,,Final,Michael Klim,Michael_Klim,Australia,46,Oceania,47,"Thursday, October 9, 1997",,"Brisbane, Australia"
swim597,100 m butterfly,100,Male,30,52.03,52003,,Final,Michael Klim,Michael_Klim,Australia,280,Oceania,281,"Friday, December 10, 1999",,"Canberra, Australia"
swim598,100 m butterfly,100,Male,31,51.81,51081,,Final,Michael Klim,Michael_Klim,Australia,98,Oceania,99,"Sunday, December 12, 1999",,"Canberra, Australia"
swim599,100 m butterfly,100,Male,32,51.76,51076,,Final,Andriy Serdinov,Andriy_Serdinov,Ukraine,3,Europe,715,"Friday, July 25, 2003",,"Barcelona, Spain"
swim600,100 m butterfly,100,Male,33,51.47,51047,,Final,Michael Phelps,Michael_Phelps,United States,976,America,1010,"Friday, July 25, 2003",,"Barcelona, Spain"
swim601,100 m butterfly,100,Male,34,50.98,50098,,Final,Ian Crocker,Ian_Crocker,United States,598,America,626,"Saturday, July 26, 2003",,"Barcelona, Spain"
swim602,100 m butterfly,100,Male,35,50.76,50076,,Final,Ian Crocker,Ian_Crocker,United States,131,America,138,"Tuesday, July 13, 2004",,"Long Beach, United States"
swim604,100 m butterfly,100,Male,37,50.22,50022,,Final,Michael Phelps,Michael_Phelps,United States,205,America,214,"Thursday, July 9, 2009",,"Indianapolis, United States"
swim603,100 m butterfly,100,Male,36,50.4,50004,,Final,Ian Crocker,Ian_Crocker,United States,590,America,617,"Saturday, July 30, 2005",,"Montreal, Canada"
swim605,100 m butterfly,100,Male,38,50.01,50001,,Final,Milorad ?avi?,Milorad_Cavic,Serbia,1,Europe,710,"Friday, July 31, 2009",,"Rome, Italy"
swim606,100 m butterfly,100,Male,39,49.82,49082,,Final,Michael Phelps,Michael_Phelps,United States,772,America,803,"Saturday, August 1, 2009",,"Rome, Italy"
swim1818,100 m butterfly,100,Female,1,01:10.50,70005,,,Atie Voorbij,Atie_Voorbij,Netherlands,52,Europe,399,"Sunday, August 4, 1957",,"Rhenen, Netherlands"
swim1819,100 m butterfly,100,Female,2,01:09.60,69006,,,Nancy Ramey,Nancy_Ramey,United States,569,America,596,"Saturday, June 28, 1958",,"Los Angeles, United States"
swim1820,100 m butterfly,100,Female,3,01:09.10,69001,,,Nancy Ramey,Nancy_Ramey,United States,6,America,7,"Wednesday, September 2, 1959",,"Chicago, United States"
swim1821,100 m butterfly,100,Female,4,01:08.90,68009,,,Janice Andrew,Janice_Andrew,Australia,115,Oceania,116,"Sunday, April 2, 1961",,"Tokyo, Japan"
swim1822,100 m butterfly,100,Female,5,01:08.80,68008,,,Mary Stewart,Mary_Stewart,Canada,25,America,783,"Saturday, August 12, 1961",,"Philadelphia, United States"
swim1823,100 m butterfly,100,Female,6,01:08.20,68002,,,Susan Doerr,Susan_Doerr,United States,753,America,784,"Saturday, August 12, 1961",,"Philadelphia, United States"
swim1824,100 m butterfly,100,Female,7,01:07.30,67003,,,Mary Stewart,Mary_Stewart,Canada,22,America,621,"Saturday, July 28, 1962",,"Vancouver, Canada"
swim1825,100 m butterfly,100,Female,8,01:06.50,66005,,,Kathy Ellis,Kathy_Ellis,United States,1047,America,1082,"Friday, August 16, 1963",,"High Point, United States"
swim1826,100 m butterfly,100,Female,9,01:06.10,66001,,,Ada Kok,Ada_Kok,Netherlands,22,Europe,283,"Sunday, September 1, 1963",,"Soestduinen, Netherlands"
swim1827,100 m butterfly,100,Female,10,01:05.10,65001,,,Ada Kok,Ada_Kok,Netherlands,67,Europe,469,"Saturday, May 30, 1964",,"Blackpool, United Kingdom"
swim1828,100 m butterfly,100,Female,11,01:04.70,64007,,,Sharon Stouder,Sharon_Stouder,United States,918,America,951,"Friday, October 16, 1964",,"Tokyo, Japan"
swim1829,100 m butterfly,100,Female,12,01:04.50,64005,,,Ada Kok,Ada_Kok,Netherlands,92,Europe,572,"Saturday, August 14, 1965",,"Budapest, Hungary"
swim1830,100 m butterfly,100,Female,13,01:04.10,64001,,,Alice Jones,Alice_Jones,United States,285,America,301,"Thursday, August 20, 1970",,"Los Angeles, United States"
swim1833,100 m butterfly,100,Female,16,01:03.34,63034,,,Mayumi Aoki,Mayumi_Aoki,Japan,96,Asia,126,"Friday, September 1, 1972",,"Munich, West Germany"
swim1831,100 m butterfly,100,Female,14,01:03.90,63009,,,Mayumi Aoki,Mayumi_Aoki,Japan,97,Asia,130,"Friday, July 21, 1972",,"Tokyo, Japan"
swim1832,100 m butterfly,100,Female,15,01:03.80,63008,,,Andrea Gyarmati,Andrea_Gyarmati,Netherlands,17,Europe,234,"Thursday, August 31, 1972",,"Munich, West Germany"
swim1834,100 m butterfly,100,Female,17,01:03.05,63005,,,Kornelia Ender,Kornelia_Ender,East Germany,179,Europe,582,"Saturday, April 14, 1973",,"East Berlin, East Germany"
swim1835,100 m butterfly,100,Female,18,01:02.31,62031,,,Kornelia Ender,Kornelia_Ender,East Germany,166,Europe,538,"Saturday, July 14, 1973",,"East Berlin, East Germany"
swim1836,100 m butterfly,100,Female,19,01:02.09,62009,,,Rosemarie Kother,Rosemarie_Kother,East Germany,20,Europe,65,"Wednesday, August 21, 1974",,"Vienna, Austria"
swim1837,100 m butterfly,100,Female,20,01:01.99,61099,,,Rosemarie Kother,Rosemarie_Kother,East Germany,90,Europe,252,"Thursday, August 22, 1974",,"Vienna, Austria"
swim1838,100 m butterfly,100,Female,21,01:01.88,61088,,,Rosemarie Kother,Rosemarie_Kother,East Germany,96,Europe,282,"Sunday, September 1, 1974",,"Concord, United States"
swim1839,100 m butterfly,100,Female,22,01:01.33,61033,,,Kornelia Ender,Kornelia_Ender,East Germany,182,Europe,602,"Monday, June 9, 1975",,"Wittenberg, East Germany"
swim1840,100 m butterfly,100,Female,23,01:01.24,61024,,,Kornelia Ender,Kornelia_Ender,East Germany,73,Europe,216,"Thursday, July 24, 1975",,"Cali, Colombia"
swim1841,100 m butterfly,100,Female,24,01:00.13,60013,,,Kornelia Ender,Kornelia_Ender,East Germany,207,Europe,702,"Friday, June 4, 1976",,"East Berlin, East Germany"
swim1842,100 m butterfly,100,Female,25,59.78,59078,,,Christiane Knacke,Christiane_Knacke,East Germany,123,Europe,400,"Sunday, August 28, 1977",,"East Berlin, East Germany"
swim1843,100 m butterfly,100,Female,26,59.46,59046,,,Andrea Pollack,Andrea_Pollack,East Germany,184,Europe,612,"Monday, July 3, 1978",,"East Berlin, East Germany"
swim1844,100 m butterfly,100,Female,27,59.26,59026,,,Mary T. Meagher,Mary_T_Meagher,United States,1076,America,1112,"Friday, April 11, 1980",,"Austin, United States"
swim1845,100 m butterfly,100,Female,28,57.93,57093,,,Mary T. Meagher,Mary_T_Meagher,United States,510,America,534,"Sunday, August 16, 1981",,"Brown Deer, United States"
swim1846,100 m butterfly,100,Female,29,57.88,57088,,,Jenny Thompson,Jenny_Thompson,United States,875,America,908,"Monday, August 23, 1999",,"Sydney, Australia"
swim1847,100 m butterfly,100,Female,30,56.69,56069,,,Inge de Bruijn,Inge_de_Bruijn,Netherlands,68,Europe,470,"Saturday, May 27, 2000",,"Sheffield, United Kingdom"
swim1848,100 m butterfly,100,Female,31,56.64,56064,,,Inge de Bruijn,Inge_de_Bruijn,Netherlands,81,Europe,533,"Saturday, July 22, 2000",,"Federal Way, United States"
swim1849,100 m butterfly,100,Female,32,56.61,56061,,,Inge de Bruijn,Inge_de_Bruijn,Netherlands,20,Europe,273,"Sunday, September 17, 2000",,"Sydney, Australia"
swim1850,100 m butterfly,100,Female,33,56.44,56044,,,Sarah Sjˆstrˆm,Sarah_Sjostrom,Sweden,16,Europe,345,"Sunday, July 26, 2009",,"Rome, Italy"
swim1851,100 m butterfly,100,Female,34,56.06,56006,,,Sarah Sjˆstrˆm,Sarah_Sjostrom,Sweden,29,Europe,620,"Monday, July 27, 2009",,"Rome, Italy"
swim1852,100 m butterfly,100,Female,35,55.98,55098,,,Dana Vollmer,Dana_Vollmer,United States,374,America,396,"Sunday, July 29, 2012",,"London, United Kingdom"
swim1853,100 m butterfly,100,Female,36,55.74,55074,,,Sarah Sjˆstrˆm,Sarah_Sjostrom,Sweden,23,Europe,405,"Sunday, August 2, 2015",,"Kazan, Russia"
swim1854,100 m butterfly,100,Female,37,55.64,55064,,,Sarah Sjˆstrˆm,Sarah_Sjostrom,Sweden,30,Europe,638,"Monday, August 3, 2015",,"Kazan, Russia"
swim1855,100 m butterfly,100,Female,38,55.48,55048,,,Sarah Sjˆstrˆm,Sarah_Sjostrom,Sweden,22,Europe,389,"Sunday, August 7, 2016",,"Rio, Brazil"
swim30,100 m freestyle,100,Male,1,01:05.80,65008,,Final,Zolt·n Halmay,Zoltan_Halmay,Hungary,22,Europe,385,"Sunday, December 3, 1905",-,"Vienna, Austria"
swim31,100 m freestyle,100,Male,2,01:05.60,65006,,Final,Charles Daniels,Charles_Daniels,United States,836,America,868,"Monday, July 20, 1908",Olympic Games,"London, United Kingdom"
swim32,100 m freestyle,100,Male,3,01:02.80,62008,,Time Trial,Charles Daniels,Charles_Daniels,United States,1073,America,1109,"Friday, April 15, 1910",Special record attempt by the New York AC,"New York City, United States"
swim33,100 m freestyle,100,Male,4,01:02.40,62004,,Final,Kurt Bretting,Kurt_Bretting,Germany,49,Europe,579,"Saturday, April 6, 1912",-,"Brussels, Belgium"
swim34,100 m freestyle,100,Male,5,01:01.60,61006,,Final,Duke Kahanamoku,Duke_Kahanamoku,United States,610,America,638,"Saturday, July 20, 1912",-,"Hamburg, Germany"
swim35,100 m freestyle,100,Male,6,01:01.40,61004,,Final,Duke Kahanamoku,Duke_Kahanamoku,United States,1001,America,1036,"Friday, August 9, 1918",International exhibition,"New York City, United States"
swim36,100 m freestyle,100,Male,7,01:00.40,60004,,Final,Duke Kahanamoku,Duke_Kahanamoku,United States,151,America,158,"Tuesday, August 24, 1920",Olympic Games,"Antwerp, Belgium"
swim37,100 m freestyle,100,Male,8,58.6,58006,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,40,America,45,"Wednesday, July 19, 1922",-,"Alameda, California, United States"
swim38,100 m freestyle,100,Male,9,57.4,57004,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,421,America,444,"Sunday, February 17, 1924",-,"Miami, United States"
swim39,100 m freestyle,100,Male,10,56.8,56008,,Final,Peter Fick,Peter_Fick,United States,936,America,970,"Friday, March 2, 1934",Yale University Swimming Carnival,"New Haven, United States"
swim40,100 m freestyle,100,Male,11,56.6,56006,,Time Trial,Peter Fick,Peter_Fick,United States,98,America,104,"Tuesday, March 5, 1935",Yale University Swimming Carnival,"New Haven, United States"
swim41,100 m freestyle,100,Male,12,56.4,56004,,Final,Peter Fick,Peter_Fick,United States,136,America,143,"Tuesday, February 11, 1936",Yale Benefit Event for the United States Olympic team,"New Haven, United States"
swim42,100 m freestyle,100,Male,13,55.9,55009,,Time Trial,Alan Ford,Alan_Ford,United States,307,America,325,"Thursday, April 13, 1944",Special record attempt,"New Haven, United States"
swim43,100 m freestyle,100,Male,14,55.8,55008,,Final,Alex Jany,Alex_Jany,France,32,Europe,593,"Monday, September 15, 1947",-,"Menton, France"
swim44,100 m freestyle,100,Male,15,55.4,55004,,Time Trial,Alan Ford,Alan_Ford,United States,106,America,112,"Tuesday, June 29, 1948",New Haven Swim Club team time trial,"New Haven, United States"
swim46,100 m freestyle,100,Male,17,55.4,55004,,,Jon Henricks,Jon_Henricks,Australia,248,Oceania,249,"Friday, November 30, 1956",Olympic Games,"Melbourne, Australia"
swim47,100 m freestyle,100,Male,18,55.2,55002,,Final,John Devitt,John_Devitt,Australia,162,Oceania,163,"Saturday, January 19, 1957",New South Wales State Championships,"Sydney, Australia"
swim45,100 m freestyle,100,Male,16,54.8,54008,,Time Trial,Dick Cleveland,Dick_Cleveland,United States,315,America,333,"Thursday, April 1, 1954",AAU Championships,"New Haven, United States"
swim48,100 m freestyle,100,Male,19,54.6,54006,,Final,John Devitt,John_Devitt,Australia,232,Oceania,233,"Monday, January 28, 1957",Queensland State Championships,"Brisbane, Australia"
swim49,100 m freestyle,100,Male,20,54.4,54004,,Final,Steve Clark,Steve_Clark,United States,1045,America,1080,"Friday, August 18, 1961",Men's NAAA Championships,"Los Angeles, United States"
swim50,100 m freestyle,100,Male,21,53.6,53006,,Time Trial,Manuel dos Santos,Manuel_dos_Santos,Brazil,1,America,5,"Wednesday, September 20, 1961",Special record attempt by the CR Guanabara,"Rio de Janeiro, Brazil"
swim51,100 m freestyle,100,Male,22,52.9,52009,,Final,Alain GottvallËs,Alain_Gottvalles,France,21,Europe,275,"Sunday, September 13, 1964",-,"Budapest, Hungary"
swim52,100 m freestyle,100,Male,22=,52.9,52009,,Relay 1st leg,Steve Clark,Steve_Clark,United States,8,America,9,"Wednesday, October 14, 1964",Olympic Games,"Tokyo, Japan"
swim53,100 m freestyle,100,Male,23,52.6,52006,,Relay 1st leg,Ken Walsh,Ken_Walsh,United States,221,America,233,"Thursday, July 27, 1967",Pan American Games,"Winnipeg, Canada"
swim54,100 m freestyle,100,Male,23=,52.6,52006,,Final,Zac Zorn,Zac_Zorn,United States,803,America,834,"Monday, September 2, 1968",USA Olympic Trials (elec. 52.58),"Los Angeles, United States"
swim55,100 m freestyle,100,Male,24,52.2,52002,,Final,Michael Wenden,Michael_Wenden,Australia,133,Oceania,134,"Saturday, October 19, 1968",Olympic Games,"Mexico City, Mexico"
